Label: Tib-Ant Sampling frequency: 1.000000e+003 Number of points: 23000 X start: 0.000000e+000 Unit: V Domain Unit: s
Label: Gcn-Med Sampling frequency: 1.000000e+003 Number of points: 23000 X start: 0.000000e+000 Unit: V Domain Unit: s
Start Trigger Method: Manual
Stop Trigger Method: Auto
Use Camera: NO
Video File Path: prueba Tib-ant, Gcn-med[Rep1].avi
System Gain: 1.000000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: 1.525879e-004
Bias: 0.000000e+000
High pass cutoff frequency: 2.000000e+001
Low pass cutoff frequency: 4.500000e+002
System Gain: 1.000000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: 1.525879e-004
Bias: 0.000000e+000
High pass cutoff frequency: 2.000000e+001
Low pass cutoff frequency: 4.500000e+002
X [s],Tib-Ant [V],Gcn-Med [V]
4.002000e+000,-3.814697e-006,5.035400e-006
4.003000e+000,-9.155273e-007,8.239746e-006
4.004000e+000,-6.103516e-007,8.544922e-006
4.005000e+000,-3.509521e-006,0.000000e+000
4.006000e+000,-4.882813e-006,0.000000e+000
4.007000e+000,-9.460449e-006,3.814697e-006
4.008000e+000,-1.022339e-005,1.113892e-005
4.009000e+000,-1.495361e-005,7.171631e-006
4.010000e+000,-1.556396e-005,5.798340e-006
4.011000e+000,-2.182007e-005,4.119873e-006
4.012000e+000,-2.227783e-005,0.000000e+000
4.013000e+000,-1.953125e-005,-6.256104e-006
4.014000e+000,-1.708984e-005,-7.934570e-006
4.015000e+000,-1.525879e-005,-5.798340e-006
4.016000e+000,-1.739502e-005,-7.476807e-006
4.017000e+000,-1.388550e-005,-4.730225e-006
4.018000e+000,-6.256104e-006,3.051758e-007
4.019000e+000,-6.561279e-006,1.678467e-006
4.020000e+000,-9.765625e-006,6.408691e-006
4.021000e+000,-1.083374e-005,3.204346e-006
4.022000e+000,-1.251221e-005,5.035400e-006
4.023000e+000,-1.037598e-005,1.159668e-005
4.024000e+000,-1.419067e-005,1.068115e-005
4.025000e+000,-1.724243e-005,1.190186e-005
4.026000e+000,-1.235962e-005,1.403809e-005
4.027000e+000,-9.460449e-006,1.281738e-005
4.028000e+000,-1.037598e-005,1.037598e-005
4.029000e+000,-1.144409e-005,3.204346e-006
4.030000e+000,-1.251221e-005,8.392334e-006
4.031000e+000,-1.510620e-005,1.831055e-006
4.032000e+000,-1.693726e-005,-3.967285e-006
4.033000e+000,-2.075195e-005,-4.119873e-006
4.034000e+000,-2.609253e-005,-7.171631e-006
4.035000e+000,-2.731323e-005,-9.765625e-006
4.036000e+000,-2.838135e-005,-1.022339e-005
4.037000e+000,-3.021240e-005,-6.256104e-006
4.038000e+000,-2.319336e-005,-3.509521e-006
4.039000e+000,-2.456665e-005,-6.103516e-007
4.040000e+000,-2.044678e-005,3.814697e-006
4.041000e+000,-1.754761e-005,5.035400e-006
4.042000e+000,-1.525879e-005,9.765625e-006
4.043000e+000,-9.613037e-006,1.480103e-005
4.044000e+000,-7.324219e-006,1.495361e-005
4.045000e+000,-6.256104e-006,1.510620e-005
4.046000e+000,-6.713867e-006,1.220703e-005
4.047000e+000,-5.340576e-006,9.460449e-006
4.048000e+000,-7.171631e-006,5.035400e-006
4.049000e+000,-8.697510e-006,2.288818e-006
4.050000e+000,-8.850098e-006,6.103516e-007
4.051000e+000,-1.266479e-005,1.220703e-006
4.052000e+000,-1.205444e-005,-2.136230e-006
4.053000e+000,-1.312256e-005,-4.730225e-006
4.054000e+000,-1.266479e-005,-6.866455e-006
4.055000e+000,-1.480103e-005,-6.103516e-006
4.056000e+000,-1.693726e-005,-5.950928e-006
4.057000e+000,-1.541138e-005,-5.950928e-006
4.058000e+000,-1.159668e-005,-3.967285e-006
4.059000e+000,-1.251221e-005,-3.509521e-006
4.060000e+000,-9.918213e-006,3.051758e-006
4.061000e+000,-7.171631e-006,9.307861e-006
4.062000e+000,-1.068115e-005,1.190186e-005
4.063000e+000,-1.052856e-005,1.281738e-005
4.064000e+000,-6.713867e-006,1.632690e-005
4.065000e+000,-6.561279e-006,1.388550e-005
4.066000e+000,-7.476807e-006,1.296997e-005
4.067000e+000,-6.103516e-006,8.087158e-006
4.068000e+000,-9.002686e-006,7.171631e-006
4.069000e+000,-1.068115e-005,7.019043e-006
4.070000e+000,-1.464844e-005,6.408691e-006
4.071000e+000,-1.953125e-005,2.899170e-006
4.072000e+000,-2.777100e-005,-1.525879e-006
4.073000e+000,-2.883911e-005,-5.798340e-006
4.074000e+000,-2.944946e-005,-3.967285e-006
4.075000e+000,-2.532959e-005,-7.629395e-007
4.076000e+000,-2.120972e-005,-2.746582e-006
4.077000e+000,-2.319336e-005,-5.035400e-006
4.078000e+000,-1.892090e-005,-5.340576e-006
4.079000e+000,-1.525879e-005,-1.983643e-006
4.080000e+000,-1.220703e-005,9.155273e-007
4.081000e+000,-1.129150e-005,-1.983643e-006
4.082000e+000,-9.765625e-006,3.204346e-006
4.083000e+000,-8.850098e-006,7.934570e-006
4.084000e+000,-7.476807e-006,1.037598e-005
4.085000e+000,-9.613037e-006,7.934570e-006
4.086000e+000,-1.129150e-005,5.035400e-006
4.087000e+000,-1.449585e-005,5.340576e-006
4.088000e+000,-1.342773e-005,1.068115e-006
4.089000e+000,-9.765625e-006,6.103516e-007
4.090000e+000,-8.850098e-006,6.713867e-006
4.091000e+000,-1.449585e-005,7.629395e-007
4.092000e+000,-1.708984e-005,-6.103516e-006
4.093000e+000,-1.770020e-005,-3.814697e-006
4.094000e+000,-1.525879e-005,0.000000e+000
4.095000e+000,-1.770020e-005,-1.831055e-006
4.096000e+000,-1.907349e-005,-4.272461e-006
4.097000e+000,-2.441406e-005,-7.476807e-006
4.098000e+000,-2.075195e-005,-8.544922e-006
4.099000e+000,-1.510620e-005,-3.051758e-007
4.100000e+000,-1.220703e-005,7.476807e-006
4.101000e+000,-1.174927e-005,1.312256e-005
4.102000e+000,-9.155273e-006,1.159668e-005
4.103000e+000,-7.476807e-006,1.449585e-005
4.104000e+000,-6.408691e-006,1.434326e-005
4.105000e+000,-9.460449e-006,1.205444e-005
4.106000e+000,-1.220703e-005,9.002686e-006
4.107000e+000,-1.327515e-005,1.068115e-005
4.108000e+000,-1.647949e-005,7.019043e-006
4.109000e+000,-1.037598e-005,2.593994e-006
4.110000e+000,-1.449585e-005,2.899170e-006
4.111000e+000,-1.235962e-005,4.272461e-006
4.112000e+000,-1.235962e-005,3.814697e-006
4.113000e+000,-1.296997e-005,-1.525879e-007
4.114000e+000,-1.525879e-005,-5.493164e-006
4.115000e+000,-1.708984e-005,-5.035400e-006
4.116000e+000,-1.907349e-005,-4.272461e-006
4.117000e+000,-2.243042e-005,-5.340576e-006
4.118000e+000,-2.075195e-005,-2.441406e-006
4.119000e+000,-2.014160e-005,7.629395e-007
4.120000e+000,-2.029419e-005,4.119873e-006
4.121000e+000,-2.059937e-005,7.019043e-006
4.122000e+000,-1.907349e-005,7.781982e-006
4.123000e+000,-9.765625e-006,1.022339e-005
4.124000e+000,-5.798340e-006,8.544922e-006
4.125000e+000,-5.798340e-006,3.967285e-006
4.126000e+000,-9.002686e-006,7.171631e-006
4.127000e+000,-8.850098e-006,8.087158e-006
4.128000e+000,-1.052856e-005,2.593994e-006
4.129000e+000,-1.281738e-005,-3.814697e-006
4.130000e+000,-1.220703e-005,-3.662109e-006
4.131000e+000,-1.281738e-005,6.103516e-007
4.132000e+000,-1.296997e-005,-2.441406e-006
4.133000e+000,-1.419067e-005,-5.950928e-006
4.134000e+000,-1.480103e-005,-5.187988e-006
4.135000e+000,-1.174927e-005,-5.950928e-006
4.136000e+000,-1.464844e-005,-5.493164e-006
4.137000e+000,-1.449585e-005,-4.272461e-006
4.138000e+000,-1.342773e-005,2.899170e-006
4.139000e+000,-7.324219e-006,1.174927e-005
4.140000e+000,-4.730225e-006,2.166748e-005
4.141000e+000,-8.239746e-006,9.307861e-006
4.142000e+000,-1.647949e-005,7.019043e-006
4.143000e+000,-1.296997e-005,1.480103e-005
4.144000e+000,-1.190186e-005,1.235962e-005
4.145000e+000,-1.296997e-005,9.155273e-006
4.146000e+000,-1.663208e-005,8.087158e-006
4.147000e+000,-1.815796e-005,1.098633e-005
4.148000e+000,-1.464844e-005,6.408691e-006
4.149000e+000,-1.968384e-005,5.493164e-006
4.150000e+000,-2.197266e-005,-3.204346e-006
4.151000e+000,-2.136230e-005,-6.408691e-006
4.152000e+000,-1.983643e-005,-1.052856e-005
4.153000e+000,-2.014160e-005,-1.281738e-005
4.154000e+000,-2.639771e-005,-9.765625e-006
4.155000e+000,-2.273560e-005,-8.544922e-006
4.156000e+000,-1.892090e-005,-6.103516e-006
4.157000e+000,-1.785278e-005,-6.256104e-006
4.158000e+000,-1.892090e-005,-1.831055e-006
4.159000e+000,-1.861572e-005,7.476807e-006
4.160000e+000,-1.113892e-005,1.113892e-005
4.161000e+000,-9.460449e-006,9.460449e-006
4.162000e+000,-4.882813e-006,7.629395e-006
4.163000e+000,-1.678467e-006,9.918213e-006
4.164000e+000,-1.068115e-006,1.388550e-005
4.165000e+000,-2.746582e-006,1.190186e-005
4.166000e+000,-1.525879e-006,1.098633e-005
4.167000e+000,-7.629395e-007,9.460449e-006
4.168000e+000,-3.356934e-006,7.781982e-006
4.169000e+000,-1.327515e-005,2.441406e-006
4.170000e+000,-1.892090e-005,2.593994e-006
4.171000e+000,-1.754761e-005,1.068115e-006
4.172000e+000,-1.907349e-005,-5.187988e-006
4.173000e+000,-2.395630e-005,-1.159668e-005
4.174000e+000,-2.548218e-005,-1.296997e-005
4.175000e+000,-2.456665e-005,-9.155273e-006
4.176000e+000,-2.883911e-005,-2.441406e-006
4.177000e+000,-2.593994e-005,-1.068115e-006
4.178000e+000,-2.182007e-005,3.356934e-006
4.179000e+000,-1.968384e-005,5.950928e-006
4.180000e+000,-1.556396e-005,1.037598e-005
4.181000e+000,-1.647949e-005,1.220703e-005
4.182000e+000,-1.342773e-005,1.480103e-005
4.183000e+000,-9.460449e-006,1.464844e-005
4.184000e+000,-1.007080e-005,1.113892e-005
4.185000e+000,-5.950928e-006,5.950928e-006
4.186000e+000,-4.730225e-006,6.713867e-006
4.187000e+000,-1.831055e-006,6.561279e-006
4.188000e+000,-7.324219e-006,5.493164e-006
4.189000e+000,-1.205444e-005,-1.831055e-006
4.190000e+000,-1.403809e-005,-7.629395e-006
4.191000e+000,-1.159668e-005,-5.035400e-006
4.192000e+000,-1.510620e-005,4.425049e-006
4.193000e+000,-1.937866e-005,2.593994e-006
4.194000e+000,-1.586914e-005,4.119873e-006
4.195000e+000,-1.663208e-005,2.288818e-006
4.196000e+000,-1.541138e-005,7.629395e-007
4.197000e+000,-1.770020e-005,7.476807e-006
4.198000e+000,-1.556396e-005,9.155273e-006
4.199000e+000,-1.373291e-005,1.983643e-006
4.200000e+000,-5.340576e-006,-8.697510e-006
4.201000e+000,-6.561279e-006,-1.174927e-005
4.202000e+000,-5.798340e-006,-1.068115e-006
4.203000e+000,-2.136230e-006,3.814697e-006
4.204000e+000,-2.136230e-006,5.493164e-006
4.205000e+000,-4.119873e-006,9.155273e-007
4.206000e+000,-5.035400e-006,3.051758e-006
4.207000e+000,-1.205444e-005,2.746582e-006
4.208000e+000,-1.846313e-005,4.577637e-006
4.209000e+000,-2.426147e-005,4.119873e-006
4.210000e+000,-2.716064e-005,1.373291e-006
4.211000e+000,-3.082275e-005,7.019043e-006
4.212000e+000,-3.173828e-005,3.967285e-006
4.213000e+000,-3.341675e-005,-1.983643e-006
4.214000e+000,-3.005981e-005,-3.662109e-006
4.215000e+000,-2.883911e-005,-3.356934e-006
4.216000e+000,-2.532959e-005,-1.373291e-006
4.217000e+000,-2.380371e-005,6.103516e-007
4.218000e+000,-1.892090e-005,-1.525879e-007
4.219000e+000,-1.922607e-005,1.373291e-006
4.220000e+000,-1.144409e-005,5.035400e-006
4.221000e+000,-5.340576e-006,1.174927e-005
4.222000e+000,-3.509521e-006,2.059937e-005
4.223000e+000,-1.525879e-006,2.136230e-005
4.224000e+000,-1.678467e-006,1.449585e-005
4.225000e+000,-3.204346e-006,1.281738e-005
4.226000e+000,-7.171631e-006,1.190186e-005
4.227000e+000,-5.187988e-006,9.155273e-006
4.228000e+000,-2.441406e-006,6.408691e-006
4.229000e+000,-4.119873e-006,6.408691e-006
4.230000e+000,-1.022339e-005,6.256104e-006
4.231000e+000,-1.037598e-005,8.544922e-006
4.232000e+000,-1.220703e-005,-2.304077e-005
4.233000e+000,-1.831055e-005,-2.334595e-005
4.234000e+000,-1.663208e-005,-1.571655e-005
4.235000e+000,-1.663208e-005,-2.075195e-005
4.236000e+000,-1.556396e-005,-1.861572e-005
4.237000e+000,-1.419067e-005,-4.425049e-006
4.238000e+000,-1.556396e-005,7.781982e-006
4.239000e+000,-2.059937e-005,1.602173e-005
4.240000e+000,-1.602173e-005,8.544922e-006
4.241000e+000,-1.449585e-005,6.561279e-006
4.242000e+000,-1.342773e-005,7.934570e-006
4.243000e+000,-1.647949e-005,1.052856e-005
4.244000e+000,-1.235962e-005,9.613037e-006
4.245000e+000,-1.815796e-005,1.068115e-005
4.246000e+000,-1.571655e-005,1.113892e-005
4.247000e+000,-1.129150e-005,1.220703e-005
4.248000e+000,-1.007080e-005,1.113892e-005
4.249000e+000,-6.103516e-006,1.022339e-005
4.250000e+000,-9.307861e-006,2.746582e-006
4.251000e+000,-9.460449e-006,9.155273e-007
4.252000e+000,-1.083374e-005,1.373291e-006
4.253000e+000,-1.480103e-005,2.593994e-006
4.254000e+000,-1.480103e-005,-5.187988e-006
4.255000e+000,-1.525879e-005,-7.476807e-006
4.256000e+000,-1.998901e-005,-9.460449e-006
4.257000e+000,-2.059937e-005,-6.713867e-006
4.258000e+000,-1.998901e-005,-5.035400e-006
4.259000e+000,-2.044678e-005,-5.950928e-006
4.260000e+000,-2.243042e-005,1.525879e-007
4.261000e+000,-2.197266e-005,6.561279e-006
4.262000e+000,-2.059937e-005,1.098633e-005
4.263000e+000,-1.373291e-005,9.918213e-006
4.264000e+000,-1.434326e-005,8.697510e-006
4.265000e+000,-1.235962e-005,8.392334e-006
4.266000e+000,-1.129150e-005,1.220703e-005
4.267000e+000,-7.934570e-006,1.068115e-005
4.268000e+000,-9.460449e-006,5.493164e-006
4.269000e+000,-1.205444e-005,6.103516e-007
4.270000e+000,-1.312256e-005,-3.967285e-006
4.271000e+000,-1.113892e-005,1.068115e-006
4.272000e+000,-1.129150e-005,2.899170e-006
4.273000e+000,-1.449585e-005,4.577637e-007
4.274000e+000,-2.075195e-005,-7.629395e-007
4.275000e+000,-2.166748e-005,-2.746582e-006
4.276000e+000,-2.044678e-005,-2.746582e-006
4.277000e+000,-2.029419e-005,-5.950928e-006
4.278000e+000,-1.785278e-005,-8.087158e-006
4.279000e+000,-1.403809e-005,-6.713867e-006
4.280000e+000,-8.850098e-006,3.967285e-006
4.281000e+000,-8.697510e-006,5.950928e-006
4.282000e+000,-6.408691e-006,1.373291e-005
4.283000e+000,-4.882813e-006,1.846313e-005
4.284000e+000,-6.561279e-006,6.866455e-006
4.285000e+000,-7.324219e-006,3.356934e-006
4.286000e+000,-2.593994e-006,5.950928e-006
4.287000e+000,-9.460449e-006,-6.408691e-006
4.288000e+000,-1.281738e-005,2.182007e-005
4.289000e+000,-1.647949e-005,3.784180e-005
4.290000e+000,-2.059937e-005,4.318237e-005
4.291000e+000,-1.602173e-005,1.770020e-005
4.292000e+000,-1.708984e-005,-1.907349e-005
4.293000e+000,-1.754761e-005,-3.128052e-005
4.294000e+000,-1.861572e-005,-2.532959e-005
4.295000e+000,-1.937866e-005,-2.380371e-005
4.296000e+000,-2.136230e-005,-1.327515e-005
4.297000e+000,-2.197266e-005,4.882813e-006
4.298000e+000,-1.907349e-005,5.187988e-006
4.299000e+000,-1.632690e-005,3.814697e-006
4.300000e+000,-1.678467e-005,2.288818e-006
4.301000e+000,-1.861572e-005,3.662109e-006
4.302000e+000,-2.090454e-005,7.476807e-006
4.303000e+000,-1.205444e-005,2.593994e-006
4.304000e+000,-8.544922e-006,2.288818e-006
4.305000e+000,-7.476807e-006,8.392334e-006
4.306000e+000,-8.544922e-006,1.235962e-005
4.307000e+000,-9.918213e-006,1.434326e-005
4.308000e+000,-1.113892e-005,6.866455e-006
4.309000e+000,-9.460449e-006,-1.602173e-005
4.310000e+000,-9.765625e-006,-1.663208e-005
4.311000e+000,-1.083374e-005,-6.561279e-006
4.312000e+000,-1.312256e-005,6.866455e-006
4.313000e+000,-2.120972e-005,2.853394e-005
4.314000e+000,-2.655029e-005,1.831055e-005
4.315000e+000,-2.517700e-005,3.509521e-006
4.316000e+000,-2.304077e-005,-6.866455e-006
4.317000e+000,-1.754761e-005,-6.103516e-006
4.318000e+000,-1.144409e-005,-1.678467e-006
4.319000e+000,-7.781982e-006,2.899170e-006
4.320000e+000,-8.850098e-006,8.850098e-006
4.321000e+000,-6.561279e-006,5.798340e-006
4.322000e+000,-5.493164e-006,8.392334e-006
4.323000e+000,-3.509521e-006,1.251221e-005
4.324000e+000,-4.882813e-006,1.388550e-005
4.325000e+000,-1.068115e-005,9.002686e-006
4.326000e+000,-1.190186e-005,1.312256e-005
4.327000e+000,-1.235962e-005,1.495361e-005
4.328000e+000,-1.174927e-005,9.002686e-006
4.329000e+000,-1.449585e-005,9.155273e-007
4.330000e+000,-1.342773e-005,-2.746582e-006
4.331000e+000,-1.495361e-005,1.525879e-006
4.332000e+000,-1.449585e-005,-1.525879e-007
4.333000e+000,-2.212524e-005,-2.029419e-005
4.334000e+000,-2.655029e-005,-2.395630e-005
4.335000e+000,-2.655029e-005,-1.632690e-005
4.336000e+000,-2.166748e-005,-1.663208e-005
4.337000e+000,-1.953125e-005,-3.036499e-005
4.338000e+000,-1.983643e-005,3.051758e-007
4.339000e+000,-2.014160e-005,1.403809e-005
4.340000e+000,-1.571655e-005,2.059937e-005
4.341000e+000,-1.647949e-005,1.556396e-005
4.342000e+000,-1.251221e-005,2.166748e-005
4.343000e+000,-9.613037e-006,2.059937e-005
4.344000e+000,-8.697510e-006,1.541138e-005
4.345000e+000,-6.408691e-006,7.019043e-006
4.346000e+000,-5.798340e-006,-6.103516e-006
4.347000e+000,-5.187988e-006,3.509521e-006
4.348000e+000,-7.629395e-006,1.159668e-005
4.349000e+000,-1.144409e-005,-7.171631e-006
4.350000e+000,-9.765625e-006,-3.204346e-006
4.351000e+000,-7.934570e-006,-7.629395e-007
4.352000e+000,-1.129150e-005,2.593994e-006
4.353000e+000,-1.510620e-005,2.288818e-006
4.354000e+000,-1.724243e-005,4.425049e-006
4.355000e+000,-1.953125e-005,6.866455e-006
4.356000e+000,-2.197266e-005,0.000000e+000
4.357000e+000,-2.777100e-005,-1.220703e-005
4.358000e+000,-2.548218e-005,-1.052856e-005
4.359000e+000,-2.166748e-005,4.577637e-007
4.360000e+000,-1.541138e-005,2.212524e-005
4.361000e+000,-1.235962e-005,3.799438e-005
4.362000e+000,-1.205444e-005,4.318237e-005
4.363000e+000,-1.190186e-005,4.577637e-006
4.364000e+000,-7.934570e-006,-1.770020e-005
4.365000e+000,-7.324219e-006,2.441406e-006
4.366000e+000,-4.882813e-006,1.434326e-005
4.367000e+000,-6.866455e-006,-9.918213e-006
4.368000e+000,-1.220703e-005,4.577637e-007
4.369000e+000,-1.846313e-005,1.296997e-005
4.370000e+000,-1.907349e-005,3.814697e-006
4.371000e+000,-1.708984e-005,1.525879e-007
4.372000e+000,-1.892090e-005,-4.730225e-006
4.373000e+000,-2.075195e-005,-1.907349e-005
4.374000e+000,-2.059937e-005,-2.944946e-005
4.375000e+000,-2.258301e-005,-1.892090e-005
4.376000e+000,-2.166748e-005,-9.307861e-006
4.377000e+000,-2.014160e-005,-6.866455e-006
4.378000e+000,-2.044678e-005,-1.342773e-005
4.379000e+000,-1.510620e-005,-9.918213e-006
4.380000e+000,-1.022339e-005,-6.103516e-007
4.381000e+000,-9.155273e-006,2.075195e-005
4.382000e+000,-7.171631e-006,4.180908e-005
4.383000e+000,-4.119873e-006,5.798340e-005
4.384000e+000,-5.798340e-006,3.051758e-005
4.385000e+000,-6.713867e-006,2.593994e-006
4.386000e+000,-1.831055e-006,-7.324219e-006
4.387000e+000,1.373291e-006,-1.510620e-005
4.388000e+000,-1.373291e-006,-1.296997e-005
4.389000e+000,-1.129150e-005,4.577637e-006
4.390000e+000,-1.541138e-005,5.340576e-006
4.391000e+000,-2.105713e-005,-7.934570e-006
4.392000e+000,-2.319336e-005,-9.155273e-006
4.393000e+000,-2.624512e-005,-4.882813e-006
4.394000e+000,-2.685547e-005,-2.441406e-006
4.395000e+000,-2.639771e-005,-4.272461e-006
4.396000e+000,-2.365112e-005,-1.373291e-006
4.397000e+000,-1.907349e-005,2.746582e-006
4.398000e+000,-1.449585e-005,3.814697e-006
4.399000e+000,-9.002686e-006,8.239746e-006
4.400000e+000,-8.850098e-006,1.434326e-005
4.401000e+000,-8.239746e-006,1.449585e-005
4.402000e+000,-1.068115e-005,1.373291e-005
4.403000e+000,-1.083374e-005,1.464844e-005
4.404000e+000,-2.136230e-006,1.022339e-005
4.405000e+000,-3.662109e-006,5.645752e-006
4.406000e+000,-9.460449e-006,5.645752e-006
4.407000e+000,-1.296997e-005,9.002686e-006
4.408000e+000,-1.419067e-005,4.119873e-006
4.409000e+000,-1.678467e-005,7.476807e-006
4.410000e+000,-1.754761e-005,1.434326e-005
4.411000e+000,-1.678467e-005,5.340576e-006
4.412000e+000,-1.953125e-005,-6.408691e-006
4.413000e+000,-1.831055e-005,-7.324219e-006
4.414000e+000,-1.937866e-005,-3.662109e-006
4.415000e+000,-2.319336e-005,-5.950928e-006
4.416000e+000,-2.334595e-005,-7.324219e-006
4.417000e+000,-1.953125e-005,-1.770020e-005
4.418000e+000,-1.632690e-005,-7.934570e-006
4.419000e+000,-1.296997e-005,-6.103516e-007
4.420000e+000,-9.460449e-006,4.577637e-007
4.421000e+000,-8.697510e-006,6.103516e-007
4.422000e+000,-6.713867e-006,3.051758e-006
4.423000e+000,-7.019043e-006,9.918213e-006
4.424000e+000,-6.561279e-006,1.281738e-005
4.425000e+000,-9.918213e-006,1.129150e-005
4.426000e+000,-1.464844e-005,8.239746e-006
4.427000e+000,-1.480103e-005,1.190186e-005
4.428000e+000,-1.693726e-005,1.464844e-005
4.429000e+000,-1.785278e-005,1.129150e-005
4.430000e+000,-1.510620e-005,1.831055e-006
4.431000e+000,-1.312256e-005,-2.441406e-006
4.432000e+000,-1.403809e-005,-6.713867e-006
4.433000e+000,-1.419067e-005,-7.629395e-006
4.434000e+000,-1.525879e-005,-7.934570e-006
4.435000e+000,-2.090454e-005,-7.476807e-006
4.436000e+000,-2.212524e-005,4.119873e-006
4.437000e+000,-2.197266e-005,-3.051758e-007
4.438000e+000,-1.892090e-005,-6.103516e-007
4.439000e+000,-1.708984e-005,3.204346e-006
4.440000e+000,-1.281738e-005,6.103516e-006
4.441000e+000,-1.174927e-005,-3.967285e-006
4.442000e+000,-1.083374e-005,-3.356934e-006
4.443000e+000,-1.083374e-005,-4.425049e-006
4.444000e+000,-1.281738e-005,-1.220703e-006
4.445000e+000,-1.235962e-005,9.765625e-006
4.446000e+000,-1.327515e-005,2.334595e-005
4.447000e+000,-1.144409e-005,1.312256e-005
4.448000e+000,-1.235962e-005,6.713867e-006
4.449000e+000,-1.342773e-005,4.577637e-006
4.450000e+000,-1.831055e-005,1.220703e-006
4.451000e+000,-1.937866e-005,3.356934e-006
4.452000e+000,-1.388550e-005,7.171631e-006
4.453000e+000,-1.556396e-005,3.356934e-006
4.454000e+000,-1.724243e-005,2.593994e-006
4.455000e+000,-1.922607e-005,1.983643e-006
4.456000e+000,-1.663208e-005,4.882813e-006
4.457000e+000,-1.663208e-005,-1.220703e-006
4.458000e+000,-1.113892e-005,-6.408691e-006
4.459000e+000,-1.174927e-005,1.373291e-006
4.460000e+000,-9.918213e-006,3.662109e-006
4.461000e+000,-2.593994e-006,7.629395e-006
4.462000e+000,-4.730225e-006,1.052856e-005
4.463000e+000,-3.356934e-006,1.831055e-005
4.464000e+000,-7.171631e-006,1.129150e-005
4.465000e+000,-1.190186e-005,9.155273e-007
4.466000e+000,-1.327515e-005,-2.899170e-006
4.467000e+000,-1.632690e-005,3.814697e-006
4.468000e+000,-1.663208e-005,1.831055e-006
4.469000e+000,-1.266479e-005,8.544922e-006
4.470000e+000,-1.510620e-005,9.613037e-006
4.471000e+000,-1.647949e-005,1.098633e-005
4.472000e+000,-1.495361e-005,5.035400e-006
4.473000e+000,-1.708984e-005,-2.578735e-005
4.474000e+000,-1.815796e-005,-4.165649e-005
4.475000e+000,-1.815796e-005,-1.754761e-005
4.476000e+000,-2.014160e-005,-1.159668e-005
4.477000e+000,-1.739502e-005,-4.425049e-006
4.478000e+000,-1.754761e-005,8.087158e-006
4.479000e+000,-1.434326e-005,4.882813e-006
4.480000e+000,-1.464844e-005,6.561279e-006
4.481000e+000,-1.449585e-005,7.781982e-006
4.482000e+000,-1.586914e-005,1.312256e-005
4.483000e+000,-1.464844e-005,1.571655e-005
4.484000e+000,-1.556396e-005,1.968384e-005
4.485000e+000,-1.953125e-005,2.014160e-005
4.486000e+000,-1.571655e-005,1.480103e-005
4.487000e+000,-1.571655e-005,1.159668e-005
4.488000e+000,-9.155273e-006,1.281738e-005
4.489000e+000,-1.419067e-005,5.187988e-006
4.490000e+000,-1.907349e-005,3.356934e-006
4.491000e+000,-1.754761e-005,-7.629395e-007
4.492000e+000,-1.663208e-005,-6.866455e-006
4.493000e+000,-1.373291e-005,-1.556396e-005
4.494000e+000,-1.480103e-005,-1.266479e-005
4.495000e+000,-1.220703e-005,1.068115e-006
4.496000e+000,-9.613037e-006,3.051758e-005
4.497000e+000,-1.190186e-005,5.340576e-005
4.498000e+000,-1.434326e-005,3.295898e-005
4.499000e+000,-1.480103e-005,-2.548218e-005
4.500000e+000,-7.019043e-006,-4.623413e-005
4.501000e+000,-6.103516e-006,-2.609253e-005
4.502000e+000,-7.934570e-006,-1.129150e-005
4.503000e+000,-8.850098e-006,-2.441406e-006
4.504000e+000,-8.697510e-006,1.678467e-006
4.505000e+000,-9.460449e-006,-2.441406e-006
4.506000e+000,-9.765625e-006,4.577637e-007
4.507000e+000,-6.561279e-006,1.922607e-005
4.508000e+000,-9.155273e-006,2.639771e-005
4.509000e+000,-1.541138e-005,8.392334e-006
4.510000e+000,-1.785278e-005,-2.441406e-006
4.511000e+000,-1.968384e-005,7.934570e-006
4.512000e+000,-2.273560e-005,2.593994e-006
4.513000e+000,-2.288818e-005,3.509521e-006
4.514000e+000,-2.609253e-005,4.882813e-006
4.515000e+000,-2.700806e-005,-2.487183e-005
4.516000e+000,-2.426147e-005,-2.517700e-005
4.517000e+000,-2.441406e-005,6.408691e-006
4.518000e+000,-1.800537e-005,4.577637e-006
4.519000e+000,-1.770020e-005,9.155273e-007
4.520000e+000,-1.556396e-005,1.358032e-005
4.521000e+000,-9.613037e-006,1.205444e-005
4.522000e+000,-9.307861e-006,-7.629395e-007
4.523000e+000,-5.340576e-006,-6.103516e-007
4.524000e+000,4.577637e-007,3.814697e-006
4.525000e+000,-2.593994e-006,3.662109e-006
4.526000e+000,-6.408691e-006,2.441406e-006
4.527000e+000,-1.037598e-005,7.171631e-006
4.528000e+000,-1.113892e-005,1.708984e-005
4.529000e+000,-1.052856e-005,1.434326e-005
4.530000e+000,-1.434326e-005,1.571655e-005
4.531000e+000,-1.663208e-005,1.174927e-005
4.532000e+000,-1.892090e-005,2.441406e-006
4.533000e+000,-1.846313e-005,-2.136230e-006
4.534000e+000,-1.647949e-005,9.155273e-007
4.535000e+000,-1.525879e-005,-1.373291e-006
4.536000e+000,-1.632690e-005,-7.476807e-006
