Label: EMG Ch1 Sampling frequency: 1.000000e+003 Number of points: 10000 X start: 0.000000e+000 Unit: V Domain Unit: s
Start Trigger Method: Manual
Stop Trigger Method: Manual
Use Camera: NO
Video File Path: Set1[Rep1].avi
System Gain: 1.000000e+003
A/D card Gain: 1.000000e+000
Bit Resolution: 1.525879e-004
Bias: 0.000000e+000
High pass cutoff frequency: 2.000000e+001
Low pass cutoff frequency: 4.500000e+002
X [s],EMG Ch1 [V]
1.748000e+000,4.348755e-005
1.749000e+000,4.425049e-005
1.750000e+000,4.043579e-005
1.751000e+000,3.677368e-005
1.752000e+000,3.173828e-005
1.753000e+000,3.021240e-005
1.754000e+000,3.692627e-005
1.755000e+000,3.234863e-005
1.756000e+000,3.479004e-005
1.757000e+000,5.172729e-005
1.758000e+000,6.668091e-005
1.759000e+000,7.186890e-005
1.760000e+000,5.569458e-005
1.761000e+000,4.104614e-005
1.762000e+000,4.348755e-005
1.763000e+000,4.638672e-005
1.764000e+000,4.486084e-005
1.765000e+000,4.119873e-005
1.766000e+000,3.570557e-005
1.767000e+000,2.655029e-005
1.768000e+000,2.685547e-005
1.769000e+000,3.677368e-005
1.770000e+000,5.004883e-005
1.771000e+000,4.791260e-005
1.772000e+000,4.135132e-005
1.773000e+000,4.318237e-005
1.774000e+000,4.272461e-005
1.775000e+000,4.165649e-005
1.776000e+000,3.723145e-005
1.777000e+000,3.616333e-005
1.778000e+000,4.241943e-005
1.779000e+000,4.989624e-005
1.780000e+000,5.371094e-005
1.781000e+000,4.714966e-005
1.782000e+000,3.463745e-005
1.783000e+000,3.524780e-005
1.784000e+000,3.936768e-005
1.785000e+000,3.585815e-005
1.786000e+000,3.723145e-005
1.787000e+000,4.425049e-005
1.788000e+000,5.020142e-005
1.789000e+000,4.257202e-005
1.790000e+000,4.852295e-005
1.791000e+000,6.698608e-005
1.792000e+000,6.835938e-005
1.793000e+000,6.271362e-005
1.794000e+000,5.111694e-005
1.795000e+000,3.646851e-005
1.796000e+000,3.341675e-005
1.797000e+000,3.448486e-005
1.798000e+000,3.768921e-005
1.799000e+000,4.272461e-005
1.800000e+000,4.058838e-005
1.801000e+000,3.662109e-005
1.802000e+000,3.601074e-005
1.803000e+000,3.646851e-005
1.804000e+000,4.257202e-005
1.805000e+000,4.760742e-005
1.806000e+000,4.974365e-005
1.807000e+000,4.745483e-005
1.808000e+000,4.455566e-005
1.809000e+000,4.089355e-005
1.810000e+000,4.119873e-005
1.811000e+000,3.982544e-005
1.812000e+000,4.379272e-005
1.813000e+000,4.165649e-005
1.814000e+000,3.982544e-005
1.815000e+000,4.058838e-005
1.816000e+000,4.135132e-005
1.817000e+000,4.302979e-005
1.818000e+000,4.745483e-005
1.819000e+000,4.562378e-005
1.820000e+000,4.776001e-005
1.821000e+000,4.806519e-005
1.822000e+000,3.829956e-005
1.823000e+000,4.821777e-005
1.824000e+000,5.584717e-005
1.825000e+000,6.149292e-005
1.826000e+000,4.562378e-005
1.827000e+000,3.829956e-005
1.828000e+000,4.531860e-005
1.829000e+000,3.753662e-005
1.830000e+000,3.082275e-005
1.831000e+000,3.173828e-005
1.832000e+000,3.982544e-005
1.833000e+000,3.906250e-005
1.834000e+000,4.531860e-005
1.835000e+000,5.371094e-005
1.836000e+000,7.507324e-005
1.837000e+000,6.179810e-005
1.838000e+000,3.738403e-005
1.839000e+000,3.158569e-005
1.840000e+000,3.402710e-005
1.841000e+000,2.990723e-005
1.842000e+000,3.082275e-005
1.843000e+000,3.555298e-005
1.844000e+000,3.845215e-005
1.845000e+000,5.050659e-005
1.846000e+000,5.813599e-005
1.847000e+000,5.416870e-005
1.848000e+000,4.608154e-005
1.849000e+000,3.997803e-005
1.850000e+000,3.295898e-005
1.851000e+000,3.952026e-005
1.852000e+000,4.257202e-005
1.853000e+000,4.119873e-005
1.854000e+000,4.394531e-005
1.855000e+000,4.592896e-005
1.856000e+000,4.211426e-005
1.857000e+000,4.364014e-005
1.858000e+000,4.684448e-005
1.859000e+000,4.837036e-005
1.860000e+000,4.638672e-005
1.861000e+000,4.486084e-005
1.862000e+000,4.211426e-005
1.863000e+000,4.577637e-005
1.864000e+000,5.111694e-005
1.865000e+000,4.974365e-005
1.866000e+000,5.035400e-005
1.867000e+000,5.233765e-005
1.868000e+000,4.776001e-005
1.869000e+000,3.875732e-005
1.870000e+000,4.028320e-005
1.871000e+000,4.257202e-005
1.872000e+000,4.089355e-005
1.873000e+000,3.952026e-005
1.874000e+000,3.524780e-005
1.875000e+000,3.845215e-005
1.876000e+000,4.394531e-005
1.877000e+000,4.730225e-005
1.878000e+000,3.875732e-005
1.879000e+000,3.341675e-005
1.880000e+000,3.295898e-005
1.881000e+000,4.470825e-005
1.882000e+000,5.554199e-005
1.883000e+000,5.233765e-005
1.884000e+000,4.714966e-005
1.885000e+000,4.226685e-005
1.886000e+000,4.089355e-005
1.887000e+000,4.470825e-005
1.888000e+000,4.135132e-005
1.889000e+000,4.714966e-005
1.890000e+000,4.623413e-005
1.891000e+000,4.486084e-005
1.892000e+000,4.165649e-005
1.893000e+000,4.257202e-005
1.894000e+000,3.677368e-005
1.895000e+000,3.570557e-005
1.896000e+000,3.860474e-005
1.897000e+000,4.562378e-005
1.898000e+000,4.882813e-005
1.899000e+000,5.401611e-005
1.900000e+000,4.806519e-005
1.901000e+000,4.180908e-005
1.902000e+000,4.684448e-005
1.903000e+000,4.760742e-005
1.904000e+000,4.272461e-005
1.905000e+000,4.165649e-005
1.906000e+000,4.241943e-005
1.907000e+000,4.302979e-005
1.908000e+000,4.241943e-005
1.909000e+000,4.226685e-005
1.910000e+000,4.684448e-005
1.911000e+000,4.470825e-005
1.912000e+000,4.333496e-005
1.913000e+000,4.531860e-005
1.914000e+000,3.280640e-005
1.915000e+000,3.494263e-005
1.916000e+000,4.074097e-005
1.917000e+000,4.699707e-005
1.918000e+000,4.867554e-005
1.919000e+000,5.157471e-005
1.920000e+000,4.852295e-005
1.921000e+000,4.638672e-005
1.922000e+000,4.592896e-005
1.923000e+000,4.013062e-005
1.924000e+000,3.417969e-005
1.925000e+000,4.638672e-005
1.926000e+000,4.455566e-005
1.927000e+000,4.623413e-005
1.928000e+000,4.531860e-005
1.929000e+000,4.837036e-005
1.930000e+000,4.745483e-005
1.931000e+000,4.486084e-005
1.932000e+000,3.936768e-005
1.933000e+000,4.135132e-005
1.934000e+000,4.119873e-005
1.935000e+000,4.104614e-005
1.936000e+000,4.577637e-005
1.937000e+000,4.287720e-005
1.938000e+000,3.799438e-005
1.939000e+000,4.302979e-005
1.940000e+000,5.111694e-005
1.941000e+000,4.119873e-005
1.942000e+000,4.196167e-005
1.943000e+000,4.272461e-005
1.944000e+000,4.348755e-005
1.945000e+000,4.135132e-005
1.946000e+000,4.486084e-005
1.947000e+000,4.959106e-005
1.948000e+000,4.989624e-005
1.949000e+000,5.187988e-005
1.950000e+000,4.119873e-005
1.951000e+000,3.723145e-005
1.952000e+000,3.677368e-005
1.953000e+000,3.768921e-005
1.954000e+000,3.723145e-005
1.955000e+000,3.875732e-005
1.956000e+000,4.608154e-005
1.957000e+000,5.020142e-005
1.958000e+000,4.745483e-005
1.959000e+000,4.592896e-005
1.960000e+000,4.531860e-005
1.961000e+000,4.211426e-005
1.962000e+000,3.784180e-005
1.963000e+000,2.914429e-005
1.964000e+000,4.135132e-005
1.965000e+000,4.959106e-005
1.966000e+000,5.828857e-005
1.967000e+000,6.011963e-005
1.968000e+000,5.523682e-005
1.969000e+000,3.952026e-005
1.970000e+000,4.760742e-005
1.971000e+000,4.776001e-005
1.972000e+000,4.394531e-005
1.973000e+000,3.967285e-005
1.974000e+000,5.065918e-005
1.975000e+000,6.469727e-005
1.976000e+000,5.691528e-005
1.977000e+000,4.089355e-005
1.978000e+000,3.128052e-005
1.979000e+000,3.158569e-005
1.980000e+000,3.295898e-005
1.981000e+000,3.219604e-005
1.982000e+000,3.067017e-005
1.983000e+000,3.677368e-005
1.984000e+000,4.180908e-005
1.985000e+000,4.028320e-005
1.986000e+000,4.104614e-005
1.987000e+000,4.455566e-005
1.988000e+000,4.486084e-005
1.989000e+000,4.364014e-005
1.990000e+000,4.516602e-005
1.991000e+000,4.562378e-005
1.992000e+000,4.653931e-005
1.993000e+000,4.653931e-005
1.994000e+000,4.425049e-005
1.995000e+000,4.135132e-005
1.996000e+000,3.799438e-005
1.997000e+000,4.776001e-005
1.998000e+000,4.837036e-005
1.999000e+000,5.020142e-005
2.000000e+000,4.898071e-005
2.001000e+000,4.760742e-005
2.002000e+000,4.501343e-005
2.003000e+000,4.531860e-005
2.004000e+000,4.302979e-005
2.005000e+000,4.486084e-005
2.006000e+000,5.035400e-005
2.007000e+000,5.508423e-005
2.008000e+000,4.760742e-005
2.009000e+000,4.364014e-005
2.010000e+000,4.058838e-005
2.011000e+000,4.180908e-005
2.012000e+000,3.845215e-005
2.013000e+000,3.616333e-005
2.014000e+000,3.570557e-005
2.015000e+000,3.479004e-005
2.016000e+000,4.531860e-005
2.017000e+000,4.776001e-005
2.018000e+000,4.364014e-005
2.019000e+000,4.547119e-005
2.020000e+000,4.730225e-005
2.021000e+000,4.714966e-005
2.022000e+000,3.753662e-005
2.023000e+000,4.211426e-005
2.024000e+000,4.516602e-005
2.025000e+000,4.455566e-005
2.026000e+000,4.577637e-005
2.027000e+000,4.348755e-005
2.028000e+000,4.226685e-005
2.029000e+000,4.425049e-005
2.030000e+000,4.211426e-005
2.031000e+000,4.577637e-005
2.032000e+000,4.364014e-005
2.033000e+000,3.067017e-005
2.034000e+000,4.180908e-005
2.035000e+000,4.562378e-005
2.036000e+000,4.364014e-005
2.037000e+000,4.516602e-005
2.038000e+000,4.882813e-005
2.039000e+000,3.982544e-005
2.040000e+000,4.104614e-005
2.041000e+000,4.714966e-005
2.042000e+000,4.867554e-005
2.043000e+000,4.531860e-005
2.044000e+000,4.638672e-005
2.045000e+000,4.684448e-005
2.046000e+000,4.989624e-005
2.047000e+000,4.440308e-005
2.048000e+000,4.730225e-005
2.049000e+000,5.035400e-005
2.050000e+000,4.440308e-005
2.051000e+000,3.707886e-005
2.052000e+000,4.028320e-005
2.053000e+000,4.470825e-005
2.054000e+000,4.302979e-005
2.055000e+000,3.570557e-005
2.056000e+000,2.929687e-005
2.057000e+000,4.196167e-005
2.058000e+000,4.760742e-005
2.059000e+000,4.562378e-005
2.060000e+000,4.501343e-005
2.061000e+000,3.753662e-005
2.062000e+000,3.646851e-005
2.063000e+000,3.906250e-005
2.064000e+000,5.950928e-005
2.065000e+000,6.423950e-005
2.066000e+000,6.362915e-005
2.067000e+000,4.425049e-005
2.068000e+000,3.936768e-005
2.069000e+000,3.128052e-005
2.070000e+000,3.906250e-005
2.071000e+000,4.653931e-005
2.072000e+000,6.820679e-005
2.073000e+000,7.263184e-005
2.074000e+000,4.776001e-005
2.075000e+000,3.082275e-005
2.076000e+000,2.609253e-005
2.077000e+000,2.593994e-005
2.078000e+000,2.807617e-005
2.079000e+000,2.746582e-005
2.080000e+000,3.204346e-005
2.081000e+000,3.494263e-005
2.082000e+000,4.333496e-005
2.083000e+000,4.425049e-005
2.084000e+000,4.791260e-005
2.085000e+000,4.745483e-005
2.086000e+000,4.898071e-005
2.087000e+000,4.638672e-005
2.088000e+000,4.943848e-005
2.089000e+000,4.776001e-005
2.090000e+000,5.081177e-005
2.091000e+000,4.608154e-005
2.092000e+000,4.318237e-005
2.093000e+000,3.692627e-005
2.094000e+000,3.280640e-005
2.095000e+000,3.601074e-005
2.096000e+000,3.326416e-005
2.097000e+000,3.540039e-005
2.098000e+000,4.440308e-005
2.099000e+000,5.340576e-005
2.100000e+000,6.896973e-005
2.101000e+000,5.844116e-005
2.102000e+000,5.065918e-005
2.103000e+000,5.310059e-005
2.104000e+000,5.157471e-005
2.105000e+000,4.394531e-005
2.106000e+000,4.318237e-005
2.107000e+000,3.814697e-005
2.108000e+000,3.677368e-005
2.109000e+000,3.646851e-005
2.110000e+000,3.860474e-005
2.111000e+000,4.013062e-005
2.112000e+000,5.142212e-005
2.113000e+000,5.020142e-005
2.114000e+000,2.990723e-005
2.115000e+000,4.043579e-005
2.116000e+000,4.699707e-005
2.117000e+000,4.989624e-005
2.118000e+000,4.608154e-005
2.119000e+000,4.104614e-005
2.120000e+000,4.013062e-005
2.121000e+000,4.211426e-005
2.122000e+000,4.119873e-005
2.123000e+000,3.799438e-005
2.124000e+000,3.997803e-005
2.125000e+000,4.455566e-005
2.126000e+000,4.653931e-005
2.127000e+000,4.608154e-005
2.128000e+000,4.501343e-005
2.129000e+000,4.562378e-005
2.130000e+000,4.333496e-005
2.131000e+000,4.714966e-005
2.132000e+000,4.577637e-005
2.133000e+000,4.394531e-005
2.134000e+000,4.302979e-005
2.135000e+000,4.837036e-005
2.136000e+000,4.623413e-005
2.137000e+000,4.653931e-005
2.138000e+000,4.302979e-005
2.139000e+000,4.058838e-005
2.140000e+000,4.272461e-005
2.141000e+000,4.364014e-005
2.142000e+000,4.470825e-005
2.143000e+000,4.272461e-005
2.144000e+000,3.936768e-005
2.145000e+000,4.287720e-005
2.146000e+000,4.333496e-005
2.147000e+000,4.440308e-005
2.148000e+000,4.074097e-005
2.149000e+000,4.394531e-005
2.150000e+000,4.135132e-005
2.151000e+000,3.524780e-005
2.152000e+000,3.921509e-005
2.153000e+000,4.089355e-005
2.154000e+000,4.119873e-005
2.155000e+000,4.440308e-005
2.156000e+000,4.806519e-005
2.157000e+000,4.867554e-005
2.158000e+000,5.142212e-005
2.159000e+000,5.187988e-005
2.160000e+000,4.028320e-005
2.161000e+000,4.623413e-005
2.162000e+000,4.791260e-005
2.163000e+000,4.562378e-005
2.164000e+000,4.226685e-005
2.165000e+000,4.287720e-005
2.166000e+000,4.486084e-005
2.167000e+000,4.745483e-005
2.168000e+000,4.837036e-005
2.169000e+000,4.531860e-005
2.170000e+000,4.104614e-005
2.171000e+000,4.837036e-005
2.172000e+000,4.943848e-005
2.173000e+000,3.082275e-005
2.174000e+000,2.655029e-005
2.175000e+000,2.960205e-005
2.176000e+000,3.417969e-005
2.177000e+000,4.272461e-005
2.178000e+000,4.058838e-005
2.179000e+000,4.867554e-005
2.180000e+000,5.508423e-005
2.181000e+000,5.096436e-005
2.182000e+000,5.355835e-005
2.183000e+000,4.943848e-005
2.184000e+000,4.623413e-005
2.185000e+000,4.440308e-005
2.186000e+000,4.531860e-005
2.187000e+000,4.241943e-005
2.188000e+000,4.974365e-005
2.189000e+000,4.165649e-005
2.190000e+000,3.601074e-005
2.191000e+000,4.516602e-005
2.192000e+000,4.135132e-005
2.193000e+000,2.960205e-005
2.194000e+000,2.914429e-005
2.195000e+000,4.028320e-005
2.196000e+000,5.661011e-005
2.197000e+000,6.469727e-005
2.198000e+000,6.271362e-005
2.199000e+000,5.569458e-005
2.200000e+000,4.547119e-005
2.201000e+000,4.562378e-005
2.202000e+000,4.913330e-005
2.203000e+000,4.653931e-005
2.204000e+000,3.829956e-005
2.205000e+000,2.670288e-005
2.206000e+000,2.029419e-005
2.207000e+000,4.364014e-005
2.208000e+000,5.126953e-005
2.209000e+000,5.584717e-005
2.210000e+000,5.096436e-005
2.211000e+000,3.875732e-005
2.212000e+000,3.295898e-005
2.213000e+000,3.082275e-005
2.214000e+000,3.463745e-005
2.215000e+000,4.211426e-005
2.216000e+000,4.196167e-005
2.217000e+000,3.875732e-005
2.218000e+000,3.753662e-005
2.219000e+000,3.829956e-005
2.220000e+000,4.104614e-005
2.221000e+000,3.997803e-005
2.222000e+000,3.784180e-005
2.223000e+000,3.936768e-005
2.224000e+000,4.058838e-005
2.225000e+000,4.165649e-005
2.226000e+000,4.714966e-005
2.227000e+000,5.813599e-005
2.228000e+000,7.202148e-005
2.229000e+000,6.423950e-005
2.230000e+000,5.630493e-005
2.231000e+000,4.776001e-005
2.232000e+000,4.440308e-005
2.233000e+000,4.013062e-005
2.234000e+000,3.936768e-005
2.235000e+000,4.531860e-005
2.236000e+000,4.470825e-005
2.237000e+000,3.570557e-005
2.238000e+000,4.226685e-005
2.239000e+000,4.272461e-005
2.240000e+000,4.364014e-005
2.241000e+000,4.165649e-005
2.242000e+000,4.272461e-005
2.243000e+000,4.028320e-005
2.244000e+000,3.662109e-005
2.245000e+000,4.180908e-005
2.246000e+000,4.379272e-005
2.247000e+000,3.997803e-005
2.248000e+000,4.104614e-005
2.249000e+000,3.753662e-005
2.250000e+000,3.616333e-005
2.251000e+000,4.119873e-005
2.252000e+000,4.684448e-005
2.253000e+000,4.653931e-005
2.254000e+000,4.898071e-005
2.255000e+000,4.730225e-005
2.256000e+000,4.638672e-005
2.257000e+000,4.837036e-005
2.258000e+000,4.501343e-005
2.259000e+000,3.982544e-005
2.260000e+000,4.806519e-005
2.261000e+000,5.218506e-005
2.262000e+000,5.157471e-005
2.263000e+000,4.638672e-005
2.264000e+000,4.394531e-005
2.265000e+000,4.104614e-005
2.266000e+000,4.165649e-005
2.267000e+000,4.348755e-005
2.268000e+000,4.058838e-005
2.269000e+000,4.104614e-005
2.270000e+000,3.936768e-005
2.271000e+000,3.875732e-005
2.272000e+000,3.906250e-005
2.273000e+000,4.257202e-005
2.274000e+000,4.379272e-005
2.275000e+000,4.547119e-005
2.276000e+000,4.638672e-005
2.277000e+000,4.379272e-005
2.278000e+000,4.074097e-005
2.279000e+000,4.074097e-005
2.280000e+000,4.043579e-005
2.281000e+000,4.440308e-005
2.282000e+000,4.516602e-005
2.283000e+000,4.913330e-005
2.284000e+000,4.989624e-005
2.285000e+000,4.470825e-005
2.286000e+000,4.623413e-005
2.287000e+000,4.608154e-005
2.288000e+000,4.653931e-005
2.289000e+000,4.165649e-005
2.290000e+000,3.799438e-005
2.291000e+000,4.486084e-005
2.292000e+000,4.714966e-005
2.293000e+000,3.707886e-005
2.294000e+000,3.875732e-005
2.295000e+000,4.364014e-005
2.296000e+000,4.394531e-005
2.297000e+000,4.867554e-005
2.298000e+000,5.371094e-005
2.299000e+000,5.386353e-005
2.300000e+000,4.898071e-005
2.301000e+000,4.623413e-005
2.302000e+000,3.799438e-005
2.303000e+000,4.089355e-005
2.304000e+000,3.662109e-005
2.305000e+000,3.555298e-005
2.306000e+000,3.723145e-005
2.307000e+000,4.913330e-005
2.308000e+000,4.730225e-005
2.309000e+000,3.051758e-005
2.310000e+000,3.646851e-005
2.311000e+000,4.028320e-005
2.312000e+000,3.463745e-005
2.313000e+000,4.837036e-005
2.314000e+000,5.172729e-005
2.315000e+000,5.142212e-005
2.316000e+000,4.898071e-005
2.317000e+000,4.714966e-005
2.318000e+000,4.425049e-005
2.319000e+000,4.470825e-005
2.320000e+000,4.180908e-005
2.321000e+000,4.562378e-005
2.322000e+000,4.562378e-005
2.323000e+000,4.241943e-005
2.324000e+000,4.119873e-005
2.325000e+000,4.165649e-005
2.326000e+000,4.394531e-005
2.327000e+000,4.470825e-005
2.328000e+000,4.180908e-005
2.329000e+000,4.043579e-005
2.330000e+000,3.921509e-005
2.331000e+000,3.646851e-005
2.332000e+000,3.814697e-005
2.333000e+000,4.302979e-005
2.334000e+000,3.845215e-005
2.335000e+000,2.822876e-005
2.336000e+000,1.663208e-005
2.337000e+000,3.494263e-005
2.338000e+000,5.538940e-005
2.339000e+000,6.958008e-005
2.340000e+000,9.582520e-005
2.341000e+000,8.071899e-005
2.342000e+000,5.767822e-005
2.343000e+000,5.554199e-005
2.344000e+000,4.745483e-005
2.345000e+000,4.089355e-005
2.346000e+000,4.791260e-005
2.347000e+000,3.829956e-005
2.348000e+000,2.685547e-005
2.349000e+000,2.899170e-005
2.350000e+000,2.639771e-005
2.351000e+000,3.509521e-005
2.352000e+000,4.104614e-005
2.353000e+000,3.250122e-005
2.354000e+000,3.829956e-005
2.355000e+000,3.570557e-005
2.356000e+000,3.723145e-005
2.357000e+000,3.234863e-005
2.358000e+000,3.906250e-005
2.359000e+000,4.302979e-005
2.360000e+000,4.257202e-005
2.361000e+000,4.211426e-005
2.362000e+000,4.119873e-005
2.363000e+000,4.837036e-005
2.364000e+000,5.905151e-005
2.365000e+000,5.737305e-005
2.366000e+000,4.730225e-005
2.367000e+000,2.777100e-005
2.368000e+000,4.211426e-005
2.369000e+000,3.738403e-005
2.370000e+000,4.806519e-005
2.371000e+000,5.493164e-005
2.372000e+000,4.776001e-005
2.373000e+000,5.020142e-005
2.374000e+000,5.142212e-005
2.375000e+000,4.913330e-005
2.376000e+000,4.302979e-005
2.377000e+000,4.379272e-005
2.378000e+000,4.638672e-005
2.379000e+000,4.714966e-005
2.380000e+000,4.196167e-005
2.381000e+000,4.074097e-005
2.382000e+000,4.302979e-005
2.383000e+000,4.455566e-005
2.384000e+000,4.455566e-005
2.385000e+000,4.486084e-005
2.386000e+000,4.714966e-005
2.387000e+000,4.623413e-005
2.388000e+000,4.577637e-005
2.389000e+000,3.814697e-005
2.390000e+000,3.509521e-005
2.391000e+000,3.646851e-005
2.392000e+000,4.043579e-005
2.393000e+000,3.662109e-005
2.394000e+000,4.135132e-005
2.395000e+000,3.814697e-005
2.396000e+000,4.013062e-005
2.397000e+000,4.272461e-005
2.398000e+000,4.470825e-005
2.399000e+000,4.898071e-005
2.400000e+000,5.035400e-005
2.401000e+000,5.081177e-005
2.402000e+000,4.882813e-005
2.403000e+000,4.791260e-005
2.404000e+000,4.760742e-005
2.405000e+000,4.348755e-005
2.406000e+000,4.241943e-005
2.407000e+000,4.821777e-005
2.408000e+000,4.043579e-005
2.409000e+000,3.738403e-005
2.410000e+000,4.425049e-005
2.411000e+000,4.364014e-005
2.412000e+000,4.730225e-005
2.413000e+000,4.348755e-005
2.414000e+000,4.043579e-005
2.415000e+000,4.562378e-005
2.416000e+000,4.638672e-005
2.417000e+000,4.516602e-005
2.418000e+000,4.547119e-005
2.419000e+000,4.165649e-005
2.420000e+000,4.562378e-005
2.421000e+000,4.104614e-005
2.422000e+000,3.341675e-005
2.423000e+000,2.929687e-005
2.424000e+000,2.777100e-005
2.425000e+000,3.173828e-005
2.426000e+000,3.204346e-005
2.427000e+000,4.455566e-005
2.428000e+000,4.180908e-005
2.429000e+000,4.119873e-005
2.430000e+000,5.874634e-005
2.431000e+000,5.737305e-005
2.432000e+000,5.554199e-005
2.433000e+000,6.942749e-005
2.434000e+000,6.988525e-005
2.435000e+000,5.859375e-005
2.436000e+000,3.723145e-005
2.437000e+000,3.601074e-005
2.438000e+000,4.699707e-005
2.439000e+000,4.180908e-005
2.440000e+000,3.219604e-005
2.441000e+000,2.151489e-005
2.442000e+000,2.395630e-005
2.443000e+000,3.173828e-005
2.444000e+000,3.692627e-005
2.445000e+000,4.562378e-005
2.446000e+000,1.541138e-005
2.447000e+000,-3.967285e-006
2.448000e+000,1.770020e-005
2.449000e+000,7.156372e-005
2.450000e+000,1.081848e-004
2.451000e+000,1.379395e-004
2.452000e+000,1.257324e-004
2.453000e+000,8.529663e-005
2.454000e+000,5.554199e-005
2.455000e+000,3.265381e-005
2.456000e+000,1.480103e-005
2.457000e+000,1.388550e-005
2.458000e+000,7.629395e-006
2.459000e+000,3.051758e-006
2.460000e+000,1.373291e-006
2.461000e+000,1.037598e-005
2.462000e+000,1.739502e-005
2.463000e+000,2.258301e-005
2.464000e+000,3.753662e-005
2.465000e+000,5.340576e-005
2.466000e+000,1.205444e-005
2.467000e+000,-1.632690e-005
2.468000e+000,-5.950928e-006
2.469000e+000,-1.754761e-005
2.470000e+000,-2.227783e-005
2.471000e+000,9.338379e-005
2.472000e+000,2.746582e-004
2.473000e+000,7.492065e-005
2.474000e+000,-7.064819e-005
2.475000e+000,-2.334595e-005
2.476000e+000,7.598877e-005
2.477000e+000,1.382446e-004
2.478000e+000,1.939392e-004
2.479000e+000,2.122498e-004
2.480000e+000,3.059387e-004
2.481000e+000,2.868652e-005
2.482000e+000,-2.146912e-004
2.483000e+000,-1.974487e-004
2.484000e+000,7.095337e-005
2.485000e+000,2.549744e-004
2.486000e+000,2.757263e-004
2.487000e+000,2.186584e-004
2.488000e+000,1.374817e-004
2.489000e+000,-8.087158e-006
2.490000e+000,-1.039124e-004
2.491000e+000,-1.364136e-004
2.492000e+000,-1.596069e-004
2.493000e+000,-1.991272e-004
2.494000e+000,-6.134033e-005
2.495000e+000,-9.048462e-005
2.496000e+000,-1.774597e-004
2.497000e+000,-7.736206e-005
2.498000e+000,5.264282e-005
2.499000e+000,-4.669189e-005
2.500000e+000,-5.187988e-006
2.501000e+000,2.439880e-004
2.502000e+000,1.756287e-004
2.503000e+000,1.686096e-004
2.504000e+000,3.330994e-004
2.505000e+000,4.481506e-004
2.506000e+000,3.228760e-004
2.507000e+000,1.548767e-004
2.508000e+000,1.176453e-004
2.509000e+000,3.860474e-005
2.510000e+000,-2.055359e-004
2.511000e+000,-4.711914e-004
2.512000e+000,-3.852844e-004
2.513000e+000,-9.094238e-005
2.514000e+000,1.399231e-004
2.515000e+000,2.033997e-004
2.516000e+000,3.921509e-004
2.517000e+000,9.384155e-005
2.518000e+000,-1.931763e-004
2.519000e+000,-1.927185e-004
2.520000e+000,1.068115e-004
2.521000e+000,4.333496e-004
2.522000e+000,5.612183e-004
2.523000e+000,2.247620e-004
2.524000e+000,-3.559875e-004
2.525000e+000,-5.955505e-004
2.526000e+000,-3.182983e-004
2.527000e+000,1.196289e-004
2.528000e+000,1.937866e-004
2.529000e+000,3.225708e-004
2.530000e+000,5.412292e-004
2.531000e+000,3.207397e-004
2.532000e+000,5.493164e-005
2.533000e+000,1.432800e-004
2.534000e+000,1.208496e-004
2.535000e+000,2.044678e-004
2.536000e+000,1.190186e-004
2.537000e+000,-5.279541e-005
2.538000e+000,-1.922607e-005
2.539000e+000,-2.606201e-004
2.540000e+000,-5.104065e-004
2.541000e+000,-5.308533e-004
2.542000e+000,-4.905701e-004
2.543000e+000,-3.507996e-004
2.544000e+000,-8.056641e-005
2.545000e+000,2.523804e-004
2.546000e+000,3.222656e-004
2.547000e+000,3.762817e-004
2.548000e+000,4.524231e-004
2.549000e+000,4.699707e-004
2.550000e+000,4.113770e-004
2.551000e+000,3.108215e-004
2.552000e+000,-4.499817e-004
2.553000e+000,-7.916260e-004
2.554000e+000,-5.062866e-004
2.555000e+000,-4.687500e-004
2.556000e+000,-3.575134e-004
2.557000e+000,1.016235e-004
2.558000e+000,7.746887e-004
2.559000e+000,8.746338e-004
2.560000e+000,7.698059e-004
2.561000e+000,5.111694e-004
2.562000e+000,2.239990e-004
2.563000e+000,1.518250e-004
2.564000e+000,2.441406e-004
2.565000e+000,2.238464e-004
2.566000e+000,2.711487e-004
2.567000e+000,1.792908e-004
2.568000e+000,-1.437378e-004
2.569000e+000,-1.022339e-004
2.570000e+000,-3.295898e-005
2.571000e+000,-3.616333e-004
2.572000e+000,-4.840088e-004
2.573000e+000,-3.109741e-004
2.574000e+000,-5.027771e-004
2.575000e+000,-4.682922e-004
2.576000e+000,6.256104e-006
2.577000e+000,2.008057e-004
2.578000e+000,9.155273e-006
2.579000e+000,7.431030e-005
2.580000e+000,3.904724e-004
2.581000e+000,4.376221e-004
2.582000e+000,4.769897e-004
2.583000e+000,3.791809e-004
2.584000e+000,2.326965e-004
2.585000e+000,-1.495361e-005
2.586000e+000,-2.310181e-004
2.587000e+000,-3.634644e-004
2.588000e+000,-3.713989e-004
2.589000e+000,-2.537537e-004
2.590000e+000,-1.425171e-004
2.591000e+000,2.807617e-005
2.592000e+000,-2.517700e-005
2.593000e+000,-2.174377e-004
2.594000e+000,-1.223755e-004
2.595000e+000,2.813721e-004
2.596000e+000,3.359985e-004
2.597000e+000,-8.010864e-005
2.598000e+000,-1.081848e-004
2.599000e+000,2.314758e-004
2.600000e+000,6.416321e-004
2.601000e+000,8.021545e-004
2.602000e+000,8.322144e-004
2.603000e+000,5.895996e-004
